,box,distance,goal
45993,1,9.547360891890492,True
46053,1,12.61833586492292,False
46056,1,13.745341028872293,False
46058,1,8.644165662456961,False
46148,1,6.286183261725672,True
46157,1,12.509596316428441,False
46182,1,15.792099290468006,False
46185,0,33.93549174536889,False
46256,1,13.80159773359592,False
46361,1,8.829405415994895,False
46414,1,17.842715600490866,False
46433,1,14.067071479167227,False
46477,1,7.158910531638178,False
46566,1,10.043032410581976,False
46669,1,9.83366157644242,True
46855,0,29.14326680384339,False
46856,1,15.25570057388385,False
46899,1,10.309005771654219,False
46905,0,23.651097226133082,False
46932,1,15.25570057388385,False
46981,1,6.336592144047146,True
46998,0,23.284177030764905,False
47034,1,10.903948825998773,True
47188,0,23.4055570324656,False
47206,1,18.27326188724936,False
47213,1,11.528555850582501,False
47244,1,11.98148989066051,False
47282,1,14.27725814013321,False
47463,0,24.294906873663873,False
47569,1,13.050670480860363,False
47637,1,12.696302611390452,False
47871,1,13.666927233288396,False
47876,1,14.715719486318024,False
47988,1,12.61833586492292,False
48002,1,13.40307800469728,False
48151,1,15.792099290468006,False
48381,1,8.098302291221291,False
48516,1,8.116212170711163,False
48532,0,29.407862894130886,False
48556,0,22.711144841244796,False
48611,0,19.919038631419944,False
48632,1,16.341239243092918,True
48867,0,29.003049839628936,False
49214,1,11.03675676999362,False
49290,0,29.899056841311904,False
49316,0,43.28695415480281,False
49377,0,23.42742196657584,False
49446,0,23.756011870682336,False
49569,1,13.13,False
49665,1,11.825548613066541,False
49690,1,12.572290960680158,False
49765,0,26.32914924565547,False
49980,1,14.173228284339459,True
50024,1,14.007655050007479,False
50039,1,17.153297059166206,False
50081,0,33.11027030998086,False
50232,1,17.49378175238276,False
50234,0,17.90173455283035,False
50303,0,25.780488746336836,False
50326,1,19.442533271155796,False
50397,0,24.294906873663873,False
50543,0,32.663448991188915,False
50570,0,23.284544230025205,False
50572,0,23.76823300121404,False
50679,1,6.209420262794265,False
50718,1,12.492401690627787,False
50925,1,12.04003737535727,False
51065,0,22.105042411178495,True
51155,1,16.829144363276466,False
51178,0,23.1,False
51340,0,29.147296615638304,False
51445,1,15.40916934815112,True
51523,0,29.905733563984015,False
51727,0,30.722123950013614,False
51761,1,11.415796073861868,False
51793,1,17.1236941107928,True
51852,0,24.150000000000002,False
52078,1,18.79491686600396,False
52169,1,11.24768420609327,False
52171,1,2.9277294957014046,True
52290,0,30.722123950013614,False
52327,0,25.20917293367635,False
52334,0,23.89695378076461,True
52371,1,16.64190193457467,False
52411,0,33.32603186699551,False
52420,0,34.92681634503781,False
52431,1,17.75301664506627,False
52558,0,30.722123950013614,False
52622,1,6.3480390673025955,False
52694,1,18.33412392234764,False
52739,1,7.474764210327976,False
52810,0,22.060482768969496,False
52820,1,9.474434020035183,False
52895,1,15.288037807383917,False
52978,1,14.544693190301404,False
52987,1,21.27592301170504,False
53145,0,23.25958727062886,False
53181,1,16.12661154737721,True
53333,1,9.269843580125828,False
53378,1,10.982171916337862,False
53844,0,20.86517673061985,False
53964,0,29.918348884923446,False
54053,1,18.76439447464266,False
54057,1,14.410999271389894,False
54203,0,24.936000080205325,False
54377,1,10.29314820645268,True
54409,1,14.652999692895651,False
54498,1,13.666927233288396,False
54518,0,26.488216247984692,False
54649,0,25.49133382151668,False
55076,1,12.027173400263257,False
55359,1,14.840875984927575,False
55384,0,20.558757258161304,False
55404,1,14.317821063276355,True
55582,1,15.410593758840054,True
55615,1,10.486796460311414,False
55638,1,20.758904113656868,False
55663,1,13.904765370188741,False
55774,0,28.63564212655271,False
55794,0,25.783746818490133,False
55800,0,20.23,False
55969,1,9.547360891890492,False
55975,0,24.755122702180252,False
55995,1,14.410999271389894,False
55997,1,7.422560205212215,False
56010,0,22.105042411178495,False
56027,1,18.33412392234764,False
56072,0,26.28669625494996,False
56152,1,17.694747808318716,True
56311,0,25.23667172984584,False
56355,0,25.906804125557443,False
56389,1,8.323677072063765,False
56454,1,10.007677053142753,False
56468,1,12.766992598102343,False
56573,1,19.65400722499104,False
56651,1,10.29314820645268,False
56768,1,13.717583606451978,False
56843,0,24.984803381255574,False
56904,0,36.72196209354833,False
56958,0,28.964778611272006,False
57057,0,23.189902975217468,False
57074,1,15.76467253069343,False
57121,1,14.544693190301404,False
57166,0,31.857614474407843,False
57254,0,27.333854466576792,True
57363,1,10.982171916337862,False
57455,0,31.70722472875859,False
57518,1,17.880000000000003,False
57569,1,12.764074584551754,False
57573,1,2.1,True
57590,0,21.554305834333892,False
57623,0,36.72196209354833,False
57677,0,37.74154342365982,False
57681,1,18.70089837414235,False
57713,1,12.027173400263257,True
57756,0,18.129809706668187,False
57806,1,15.792099290468006,False
57848,1,11.496438578968707,False
57997,0,34.65,False
58046,1,12.027173400263257,False
58093,0,21.160340261914506,False
58151,1,13.725727667413484,False
58174,1,14.949528420655952,False
58326,1,18.539687160251656,False
58397,1,17.65881083198979,True
58457,0,17.85,False
58523,1,8.42747886381212,False
58602,1,17.1236941107928,True
58645,1,11.496438578968707,False
58832,1,6.8620988043017865,False
59029,1,11.415796073861868,False
59228,0,18.05604884796228,False
59239,1,14.694083843506544,False
59264,0,28.162075562713767,False
59438,1,13.050670480860363,False
59480,0,17.96619325288471,True
59762,0,19.95,False
59764,0,25.831058824601055,False
59825,0,33.11027030998086,False
59870,0,26.70553500681086,False
60024,0,26.56518209988405,False
60132,0,18.05604884796228,False
60149,1,12.890244373168418,False
60152,0,28.553152190257382,False
60600,1,9.384460559883024,False
60602,0,23.42742196657584,False
60753,0,19.335366559752625,False
60765,0,34.422527507433266,False
60840,1,17.330000000000002,False
60867,1,5.403702434442518,False
60889,0,29.320179058116274,False
60953,0,23.348875775934054,False
61008,0,21.39267164241063,False
61053,1,14.959174442461723,False
61075,1,7.474764210327976,True
61096,0,24.614631827431424,False
61240,0,32.80470850350602,False
61309,1,11.62979363531443,False
61429,0,31.52934506138686,False
61467,0,28.35815403019033,False
61525,1,15.25570057388385,False
61531,1,15.451459477991069,False
61734,0,25.831058824601055,False
61997,1,19.537044300507688,False
62082,1,12.890244373168418,False
62123,1,9.667683279876313,True
62185,1,12.153369903035125,False
62186,1,10.007677053142753,False
62275,1,14.007655050007479,True
62289,0,32.08900746361595,False
62329,0,31.2739907910711,False
62331,1,6.622054061996173,False
62394,0,34.576662649827846,False
62423,1,13.297954729957535,False
62437,0,27.435167212903956,False
62534,1,12.509596316428441,False
62726,1,19.268692223397,False
62764,0,30.783476087017856,False
62804,0,34.53405420740519,False
62855,1,17.724796190647723,False
62926,0,28.408169599606378,False
63114,0,32.05501676805052,False
63184,1,16.262475211356975,False
63383,1,16.648615558057674,False
63478,0,21.69316943187417,False
63488,1,19.04411720190779,False
63618,1,10.29314820645268,True
63763,1,19.268692223397,False
63798,0,17.90173455283035,False
63816,1,13.724197608603573,False
63908,0,30.240661368429098,False
64143,0,29.882786014694144,False
64191,1,12.05209110486641,False
64268,0,43.942307631711834,False
64331,1,17.724796190647723,False
64346,0,27.388846269969097,False
64562,1,15.61677303414505,False
64660,0,19.00977643214144,False
64701,1,10.871655807649542,True
65029,0,29.6466456787273,False
65098,1,13.469135087302378,False
65278,1,13.717583606451978,False
65376,1,14.638647478507023,False
65544,1,17.15696942936019,False
65592,1,15.45905883293029,False
65689,1,16.56087256155303,False
65804,0,30.03022477438356,False
65841,0,24.30673980607025,False
65905,1,11.642272115012602,True
66037,0,32.68452845001745,False
66152,1,13.725727667413484,False
66188,1,8.406479643703422,True
66246,0,33.92645133225697,False
66269,0,23.25958727062886,False
66326,0,35.31762166397958,False
66403,0,26.953977443041683,False
66409,0,30.129097231745927,False
66496,1,8.098302291221291,True
66567,1,8.829405415994895,False
66622,0,25.123791513225072,False
66731,0,21.39267164241063,False
66810,0,38.08823440381558,False
66951,1,12.299333315265507,False
67154,0,32.90714815963243,False
67212,0,26.101340961720727,False
67282,1,8.509383056367835,False
67315,1,11.62979363531443,False
67394,1,10.5877098562437,False
67594,1,13.724197608603573,False
67737,1,14.967728618598082,False
67835,1,20.084063333897355,False
67840,1,12.485515608095646,False
67937,1,16.829144363276466,False
68081,0,24.656163529632913,False
68102,0,38.95944558127079,False
68126,0,26.33048423405844,True
68292,1,21.259842426509188,False
68331,0,28.35,False
68408,0,21.16223995705559,False
68543,1,14.007655050007479,False
68572,0,21.801892119722087,False
68574,1,11.528555850582501,False
68695,1,10.29314820645268,False
68864,1,13.13,False
68949,0,27.84245858396848,False
